Iteration (t),m,Real number of distinct Integers (n),Estimation,Within 1 StDev range?,Within 2 StDev range?,Sigma,1 StDev lower bound,1 StDev upper bound,2 StDev lower bound,2 StDev upper bound
871,1024,1000000,960604.1973067939,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
872,16,1000000,792096.0955919462,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
872,256,1000000,936129.8151216372,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
872,1024,1000000,982406.3584629328,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
873,16,1000000,644369.4703039278,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
873,256,1000000,854862.2132494836,false,false,0.065,935000.0,1065000.0,870000.0,1130000.0
873,1024,1000000,935648.3632197708,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
874,16,1000000,925459.2137273247,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
874,256,1000000,922190.3587534294,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
874,1024,1000000,1034816.3007539582,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
875,16,1000000,1309675.1327837955,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
875,256,1000000,1077467.322162355,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
875,1024,1000000,1016286.9592277323,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
876,16,1000000,929609.2550444875,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
876,256,1000000,900468.9264490149,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
876,1024,1000000,1004101.1252738959,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
877,16,1000000,1024802.2931669811,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
877,256,1000000,919973.1005147627,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
877,1024,1000000,1017045.6208707984,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
878,16,1000000,1471724.1857245895,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
878,256,1000000,1126584.235634621,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
878,1024,1000000,1007074.9370998354,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
879,16,1000000,777663.476486841,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
879,256,1000000,935876.8850172978,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
879,1024,1000000,937284.7037992713,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
880,16,1000000,1073313.6443228147,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
880,256,1000000,983782.4479684005,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
880,1024,1000000,1009312.8229563816,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
881,16,1000000,778497.8793586079,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
881,256,1000000,1009537.4953862221,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
881,1024,1000000,974577.6489885355,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
882,16,1000000,662007.3207684513,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
882,256,1000000,1079269.6191437128,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
882,1024,1000000,1015022.0008527945,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
883,16,1000000,1026251.801360994,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
883,256,1000000,988357.5389219937,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
883,1024,1000000,1049794.5505757642,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
884,16,1000000,957203.1973116393,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
884,256,1000000,938863.0538563831,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
884,1024,1000000,1049654.4185732142,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
885,16,1000000,1229762.7518003774,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
885,256,1000000,1053684.3548745008,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
885,1024,1000000,964761.0264267373,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
886,16,1000000,1286453.9424862105,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
886,256,1000000,1022291.8369181401,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
886,1024,1000000,951397.4673947527,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
887,16,1000000,1187495.946910348,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
887,256,1000000,1049545.0546610581,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
887,1024,1000000,1033696.6476963056,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
888,16,1000000,660651.0571930095,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
888,256,1000000,963474.034897012,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
888,1024,1000000,965407.5515395168,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
889,16,1000000,731388.2738696211,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
889,256,1000000,972630.7638833007,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
889,1024,1000000,985146.1201592628,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
890,16,1000000,748000.0242909512,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
890,256,1000000,1036209.4020493248,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
890,1024,1000000,1017226.4837696474,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
891,16,1000000,1116246.190095727,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
891,256,1000000,900774.9904084853,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
891,1024,1000000,965174.7497334966,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
892,16,1000000,1483762.8293705985,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
892,256,1000000,977678.4126751057,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
892,1024,1000000,996714.7336277328,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
893,16,1000000,1179772.3960361343,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
893,256,1000000,1013491.5073106182,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
893,1024,1000000,1019231.7028739391,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
894,16,1000000,752655.6261018907,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
894,256,1000000,983704.022996962,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
894,1024,1000000,1005189.2742419573,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
895,16,1000000,780591.7413256832,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
895,256,1000000,1150986.0354014384,false,false,0.065,935000.0,1065000.0,870000.0,1130000.0
895,1024,1000000,1025238.1882616414,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
896,16,1000000,1281908.1688378493,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
896,256,1000000,1123807.6286538155,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
896,1024,1000000,1046653.541791701,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
897,16,1000000,1198777.4036550561,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
897,256,1000000,1068885.2426540828,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
897,1024,1000000,1038219.7070521794,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
898,16,1000000,999393.9718487916,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
898,256,1000000,993835.0920038772,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
898,1024,1000000,1006808.4137547603,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
899,16,1000000,722309.6302262046,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
899,256,1000000,1072885.7681867045,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
899,1024,1000000,993874.014681957,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
900,16,1000000,1079702.4160152122,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
900,256,1000000,984665.5913245803,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
900,1024,1000000,995880.6089873558,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
901,16,1000000,758953.9995420738,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
901,256,1000000,1050175.8848092286,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
901,1024,1000000,1029538.0871559303,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
902,16,1000000,1295642.8992182547,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
902,256,1000000,1044420.5831975996,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
902,1024,1000000,1087463.0651311714,false,false,0.0325,967500.0,1032500.0,935000.0,1065000.0
903,16,1000000,788652.1995241551,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
903,256,1000000,938854.1248890812,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
903,1024,1000000,999945.6535412987,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
904,16,1000000,1333673.4306388148,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
904,256,1000000,875227.1424251101,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
904,1024,1000000,922693.3158476158,false,false,0.0325,967500.0,1032500.0,935000.0,1065000.0
905,16,1000000,1245596.6069737726,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
905,256,1000000,926768.0116395593,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
905,1024,1000000,986147.5280031472,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
906,16,1000000,698998.0959173628,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
906,256,1000000,970732.4207073811,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
906,1024,1000000,1014365.050554332,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
907,16,1000000,880534.0091774545,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
907,256,1000000,890673.0080825464,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
907,1024,1000000,964613.6057226191,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
908,16,1000000,634230.7898271177,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
908,256,1000000,962657.8141342311,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
908,1024,1000000,1010872.4038136244,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
909,16,1000000,596187.3652935273,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
909,256,1000000,890829.7367615573,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
909,1024,1000000,946011.1403570292,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
910,16,1000000,1259652.8186844143,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
910,256,1000000,1094635.7837735864,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
910,1024,1000000,1012016.491400014,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
911,16,1000000,1021915.5261439754,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
911,256,1000000,979264.0887603004,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
911,1024,1000000,988084.8096264094,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
912,16,1000000,1155350.3559908005,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
912,256,1000000,913435.5490112064,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
912,1024,1000000,936823.9134479582,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
913,16,1000000,959735.4809024109,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
913,256,1000000,997782.7884517285,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
913,1024,1000000,968496.7623517248,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
914,16,1000000,806177.8039580252,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
914,256,1000000,977508.9961762265,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
914,1024,1000000,1002201.0568734355,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
915,16,1000000,964840.4568646578,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
915,256,1000000,968893.6236243435,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
915,1024,1000000,1032792.7722264217,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
916,16,1000000,1177857.1811075043,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
916,256,1000000,1082868.6051932464,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
916,1024,1000000,1041879.308022406,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
917,16,1000000,1333750.043312909,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
917,256,1000000,1031111.6933761971,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
917,1024,1000000,1030919.3215477023,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
918,16,1000000,975215.085433095,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
918,256,1000000,948816.2077951359,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
918,1024,1000000,993824.3001603447,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
919,16,1000000,939844.5901065061,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
919,256,1000000,1017906.761294231,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
919,1024,1000000,1056252.0976061912,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
920,16,1000000,935000.030363689,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
920,256,1000000,941504.5351909084,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
920,1024,1000000,959584.963919552,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
921,16,1000000,843674.4460025845,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
921,256,1000000,924331.7745677633,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
921,1024,1000000,931848.802214134,false,false,0.0325,967500.0,1032500.0,935000.0,1065000.0
922,16,1000000,868934.1599547577,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
922,256,1000000,1005122.7507250599,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
922,1024,1000000,1007876.316109749,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
923,16,1000000,778497.8793586079,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
923,256,1000000,1021065.2812709411,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
923,1024,1000000,1036938.6994095992,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
924,16,1000000,1533953.5381865173,false,false,0.26,740000.0,1260000.0,480000.0,1520000.0
924,256,1000000,1136309.9747784168,false,false,0.065,935000.0,1065000.0,870000.0,1130000.0
924,1024,1000000,994912.2978868947,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
925,16,1000000,1237101.489449655,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
925,256,1000000,998961.595039904,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
925,1024,1000000,1031433.8761661256,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
926,16,1000000,680318.8219055065,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
926,256,1000000,975815.6434530347,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
926,1024,1000000,1029798.2088521792,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
927,16,1000000,581378.2240081913,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
927,256,1000000,931800.1352019664,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
927,1024,1000000,940213.7880202482,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
928,16,1000000,1414347.0244877634,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
928,256,1000000,1073956.663898011,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
928,1024,1000000,977314.8577072049,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
929,16,1000000,737357.747522584,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
929,256,1000000,945979.4695449914,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
929,1024,1000000,1009460.7183596978,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
930,16,1000000,985804.7852749154,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
930,256,1000000,1029262.5479948316,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
930,1024,1000000,1003281.1163678278,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
931,16,1000000,1116246.190095727,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
931,256,1000000,1010167.6492590137,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
931,1024,1000000,949969.7434628626,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
932,16,1000000,696314.801883131,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
932,256,1000000,984106.0831979616,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
932,1024,1000000,1042912.7599312855,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
933,16,1000000,1076498.5512792622,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
933,256,1000000,901729.4365376941,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
933,1024,1000000,1032983.3202989015,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
934,16,1000000,855613.2353328096,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
934,256,1000000,936325.152931151,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
934,1024,1000000,993208.8133560934,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
935,16,1000000,1062313.3580706043,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
935,256,1000000,1057080.4977495729,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
935,1024,1000000,1065957.3344998148,false,false,0.0325,967500.0,1032500.0,935000.0,1065000.0
936,16,1000000,1153284.3609175007,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
936,256,1000000,1111864.5743699912,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
936,1024,1000000,1009081.0599971893,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
937,16,1000000,904688.3086810756,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
937,256,1000000,938452.4970657469,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
937,1024,1000000,976702.485033877,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
938,16,1000000,974560.1391030527,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
938,256,1000000,973592.5492692001,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
938,1024,1000000,995007.4196836719,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
939,16,1000000,2005694.6055624674,false,false,0.26,740000.0,1260000.0,480000.0,1520000.0
939,256,1000000,1024000.4307234163,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
939,1024,1000000,1029236.5607136794,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
940,16,1000000,1264041.8528958585,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
940,256,1000000,997248.5733434062,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
940,1024,1000000,1035801.9244862898,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
941,16,1000000,863761.9328121699,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
941,256,1000000,1016753.5278275978,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
941,1024,1000000,1051364.2869525114,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
942,16,1000000,996648.3840140421,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
942,256,1000000,1045615.319279722,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
942,1024,1000000,975911.4238537435,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
943,16,1000000,1216362.15182267,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
943,256,1000000,1013078.0782225438,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
943,1024,1000000,962616.2765149716,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
944,16,1000000,1187010.2634964788,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
944,256,1000000,1031913.3285737392,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
944,1024,1000000,1030974.5775789613,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
945,16,1000000,637574.7131478231,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
945,256,1000000,1012010.9641899506,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
945,1024,1000000,973685.9019983584,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
946,16,1000000,874695.6281642225,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
946,256,1000000,925555.8828866559,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
946,1024,1000000,1001002.6757069855,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
947,16,1000000,1040229.4244619679,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
947,256,1000000,1012075.8095856052,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
947,1024,1000000,1040887.7311767656,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
948,16,1000000,1020478.2328582596,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
948,256,1000000,1045266.572329881,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
948,1024,1000000,945526.2153123161,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
949,16,1000000,736609.1609768758,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
949,256,1000000,965949.9261127817,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
949,1024,1000000,989503.1077189379,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
950,16,1000000,520487.8217806476,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
950,256,1000000,959019.920182608,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
950,1024,1000000,1010456.6029882504,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
951,16,1000000,689695.8398880444,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
951,256,1000000,890849.8341711076,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
951,1024,1000000,1015843.2466006248,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
952,16,1000000,1082925.408301825,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
952,256,1000000,1047090.3756280519,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
952,1024,1000000,1018847.3220848088,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
953,16,1000000,1089429.464808142,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
953,256,1000000,968922.1526607168,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
953,1024,1000000,990107.5125261075,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
954,16,1000000,663824.3582454004,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
954,256,1000000,979793.7910846375,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
954,1024,1000000,997212.8041648829,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
955,16,1000000,847616.8499558675,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
955,256,1000000,996151.7005432606,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
955,1024,1000000,1049787.2474878044,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
956,16,1000000,774343.6750930871,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
956,256,1000000,1050505.557730582,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
956,1024,1000000,1034548.403110687,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
957,16,1000000,1267215.4106533744,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
957,256,1000000,870839.7018363707,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
957,1024,1000000,960871.9993341409,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
958,16,1000000,1126645.9993202216,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
958,256,1000000,1026415.9529605224,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
958,1024,1000000,1001428.2941395494,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
959,16,1000000,619078.518397801,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
959,256,1000000,1003952.3393047606,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
959,1024,1000000,1005837.5817298673,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
960,16,1000000,609714.3055144729,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
960,256,1000000,1036579.3408288666,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
960,1024,1000000,990024.614388846,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
961,16,1000000,812497.226833396,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
961,256,1000000,1014783.3689571612,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
961,1024,1000000,1022829.3306577781,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
962,16,1000000,1193355.3019115503,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
962,256,1000000,1055678.7741021165,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
962,1024,1000000,1026790.6845526035,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
963,16,1000000,1293333.3753337301,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
963,256,1000000,884191.3104415834,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
963,1024,1000000,927076.7532910891,false,false,0.0325,967500.0,1032500.0,935000.0,1065000.0
964,16,1000000,805283.0450191151,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
964,256,1000000,999393.9321192073,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
964,1024,1000000,1039496.2115770815,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
965,16,1000000,838313.1410308753,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
965,256,1000000,932709.1269084652,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
965,1024,1000000,990055.6995635268,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
966,16,1000000,1183380.2626906792,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
966,256,1000000,1004436.9114189214,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
966,1024,1000000,990931.3319343439,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
967,16,1000000,884829.2970271008,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
967,256,1000000,1065316.6590101775,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
967,1024,1000000,1006573.6829447245,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
968,16,1000000,1048497.1438760442,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
968,256,1000000,1048926.1270781937,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
968,1024,1000000,1041962.8954813739,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
969,16,1000000,996477.2855790183,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
969,256,1000000,1075271.9405644478,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
969,1024,1000000,991349.5125882168,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
