Iteration (t),m,Real number of distinct Integers (n),Estimation,Within 1 StDev range?,Within 2 StDev range?,Sigma,1 StDev lower bound,1 StDev upper bound,2 StDev lower bound,2 StDev upper bound
610,16,1000000,1024079.0734823184,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
610,256,1000000,954778.757269743,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
610,1024,1000000,1027902.9209363976,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
611,16,1000000,985731.542582624,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
611,256,1000000,1114557.633269104,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
611,1024,1000000,1028366.0561448121,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
612,16,1000000,854102.4409208035,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
612,256,1000000,977018.0201932103,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
612,1024,1000000,985366.5293743009,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
613,16,1000000,1499090.9577731872,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
613,256,1000000,1146584.514435145,false,false,0.065,935000.0,1065000.0,870000.0,1130000.0
613,1024,1000000,1003376.4180841405,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
614,16,1000000,632020.9264479292,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
614,256,1000000,1011772.4046718983,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
614,1024,1000000,1023780.0039822411,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
615,16,1000000,944739.6140133106,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
615,256,1000000,1029090.9173946828,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
615,1024,1000000,963241.4101586203,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
616,16,1000000,863761.9328121699,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
616,256,1000000,988253.6491794849,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
616,1024,1000000,969068.954119875,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
617,16,1000000,900198.54039978,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
617,256,1000000,1041995.2873531467,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
617,1024,1000000,1088733.336716196,false,false,0.0325,967500.0,1032500.0,935000.0,1065000.0
618,16,1000000,1130155.7999411568,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
618,256,1000000,887621.7981409059,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
618,1024,1000000,941433.2872405646,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
619,16,1000000,927826.1170872413,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
619,256,1000000,982558.4847750806,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
619,1024,1000000,970520.2292783313,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
620,16,1000000,500213.73565130826,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
620,256,1000000,1022469.1908413284,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
620,1024,1000000,991867.5737781196,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
621,16,1000000,925459.2137273247,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
621,256,1000000,883182.7362209876,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
621,1024,1000000,959847.709746762,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
622,16,1000000,716779.4749935516,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
622,256,1000000,1126023.642875348,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
622,1024,1000000,1077771.4854959066,false,false,0.0325,967500.0,1032500.0,935000.0,1065000.0
623,16,1000000,1054593.0575032306,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
623,256,1000000,1039231.0249688093,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
623,1024,1000000,1030600.1431751762,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
624,16,1000000,696293.919747822,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
624,256,1000000,1003472.537733197,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
624,1024,1000000,1024220.075228523,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
625,16,1000000,863761.9328121699,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
625,256,1000000,1006265.1219505538,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
625,1024,1000000,1002255.5753126297,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
626,16,1000000,825438.0245304011,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
626,256,1000000,982436.2559408969,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
626,1024,1000000,1023842.5188386717,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
627,16,1000000,776830.8603449921,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
627,256,1000000,1008784.4094445796,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
627,1024,1000000,989272.9787922477,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
628,16,1000000,627647.0792060749,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
628,256,1000000,969178.9896113916,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
628,1024,1000000,1006282.1807546852,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
629,16,1000000,729939.6615314112,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
629,256,1000000,937169.5940062572,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
629,1024,1000000,976480.9790184094,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
630,16,1000000,1067000.0346503274,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
630,256,1000000,1044818.5250818882,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
630,1024,1000000,1068550.9956079046,false,false,0.0325,967500.0,1032500.0,935000.0,1065000.0
631,16,1000000,586785.3000907582,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
631,256,1000000,930059.7408085575,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
631,1024,1000000,954510.5750100898,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
632,16,1000000,1181573.5752667238,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
632,256,1000000,1129154.5888313248,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
632,1024,1000000,1056344.3233985743,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
633,16,1000000,694980.8654810562,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
633,256,1000000,1125563.0575312648,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
633,1024,1000000,993825.5468587072,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
634,16,1000000,1079702.4160152122,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
634,256,1000000,966730.3216326248,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
634,1024,1000000,936667.741054872,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
635,16,1000000,939844.5901065061,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
635,256,1000000,891590.0500698788,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
635,1024,1000000,976668.169101163,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
636,16,1000000,719801.6106768082,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
636,256,1000000,991389.8281095558,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
636,1024,1000000,979456.2001602519,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
637,16,1000000,1177857.1811075043,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
637,256,1000000,1131004.9209916722,false,false,0.065,935000.0,1065000.0,870000.0,1130000.0
637,1024,1000000,1004576.1938511671,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
638,16,1000000,669335.8150943014,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
638,256,1000000,935420.1823472731,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
638,1024,1000000,983929.0472620776,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
639,16,1000000,1530717.3492873893,false,false,0.26,740000.0,1260000.0,480000.0,1520000.0
639,256,1000000,973892.6998849417,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
639,1024,1000000,1032035.9878116688,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
640,16,1000000,1046606.597276917,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
640,256,1000000,982503.4780361812,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
640,1024,1000000,981686.5404965137,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
641,16,1000000,886180.1814500429,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
641,256,1000000,954343.7867471997,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
641,1024,1000000,957175.027309554,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
642,16,1000000,1764279.6925525172,false,false,0.26,740000.0,1260000.0,480000.0,1520000.0
642,256,1000000,1109053.267186585,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
642,1024,1000000,1055600.748269535,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
643,16,1000000,816153.0073815779,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
643,256,1000000,984150.2317733504,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
643,1024,1000000,980389.1855663664,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
644,16,1000000,600629.1585779989,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
644,256,1000000,1013496.7098254395,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
644,1024,1000000,939524.715515218,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
645,16,1000000,1466518.491282916,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
645,256,1000000,1009399.4314773189,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
645,1024,1000000,1017758.0998831319,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
646,16,1000000,1744134.6720245737,false,false,0.26,740000.0,1260000.0,480000.0,1520000.0
646,256,1000000,1070654.5651364054,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
646,1024,1000000,1073066.6235877944,false,false,0.0325,967500.0,1032500.0,935000.0,1065000.0
647,16,1000000,692989.5162962966,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
647,256,1000000,918556.3942425399,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
647,1024,1000000,967367.6919043777,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
648,16,1000000,1511583.382421297,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
648,256,1000000,987798.7704760663,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
648,1024,1000000,994818.9119134741,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
649,16,1000000,1384656.533515692,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
649,256,1000000,956112.6733543548,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
649,1024,1000000,982608.623791956,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
650,16,1000000,1247202.447034332,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
650,256,1000000,981694.9789498704,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
650,1024,1000000,964146.7527935627,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
651,16,1000000,1065433.221089901,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
651,256,1000000,994701.3035869707,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
651,1024,1000000,1018424.6088306734,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
652,16,1000000,788652.1995241551,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
652,256,1000000,953434.7452562982,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
652,1024,1000000,941091.6428436264,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
653,16,1000000,805283.0450191151,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
653,256,1000000,975071.0771053373,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
653,1024,1000000,989792.3879466282,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
654,16,1000000,944739.6140133106,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
654,256,1000000,1061216.8206466837,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
654,1024,1000000,1124833.8000647738,false,false,0.0325,967500.0,1032500.0,935000.0,1065000.0
655,16,1000000,1212804.0510860386,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
655,256,1000000,1069435.2646483989,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
655,1024,1000000,979225.500583743,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
656,16,1000000,1270683.0535240327,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
656,256,1000000,955266.1179084601,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
656,1024,1000000,1014927.4021779292,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
657,16,1000000,939844.5901065061,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
657,256,1000000,965992.4606516735,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
657,1024,1000000,955244.9923032569,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
658,16,1000000,1207254.6149121842,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
658,256,1000000,986431.7149764142,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
658,1024,1000000,1000202.872948638,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
659,16,1000000,714133.8814588805,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
659,256,1000000,962582.7208923624,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
659,1024,1000000,985340.0271900567,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
660,16,1000000,1185555.5940559194,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
660,256,1000000,953674.2230407203,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
660,1024,1000000,984263.9876826094,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
661,16,1000000,1119691.394386146,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
661,256,1000000,1038400.2348196778,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
661,1024,1000000,971707.6229429559,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
662,16,1000000,784389.2146618624,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
662,256,1000000,953780.18428383,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
662,1024,1000000,992836.3410307249,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
663,16,1000000,1079702.4160152122,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
663,256,1000000,1021889.709782588,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
663,1024,1000000,996143.5692517653,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
664,16,1000000,697653.8688098296,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
664,256,1000000,972482.4013302576,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
664,1024,1000000,980377.3568390314,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
665,16,1000000,1085355.3082456582,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
665,256,1000000,979368.5259797379,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
665,1024,1000000,995441.2431555692,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
666,16,1000000,835898.6446569385,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
666,256,1000000,931606.6806696216,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
666,1024,1000000,998381.8345962032,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
667,16,1000000,989849.9639320908,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
667,256,1000000,900894.1856644972,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
667,1024,1000000,937018.6480632712,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
668,16,1000000,967413.3647496301,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
668,256,1000000,897711.4363748863,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
668,1024,1000000,968162.4083984592,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
669,16,1000000,843674.4460025845,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
669,256,1000000,898569.4191243297,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
669,1024,1000000,966750.0217349811,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
670,16,1000000,1166465.9124314163,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
670,256,1000000,901120.2680380372,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
670,1024,1000000,997958.6391909256,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
671,16,1000000,824265.860337657,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
671,256,1000000,1135426.1547153085,false,false,0.065,935000.0,1065000.0,870000.0,1130000.0
671,1024,1000000,1034454.0976479134,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
672,16,1000000,1374166.7112920883,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
672,256,1000000,1057442.8373520407,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
672,1024,1000000,988852.5364797428,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
673,16,1000000,1209266.705937038,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
673,256,1000000,1026138.5547777339,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
673,1024,1000000,994113.6180180811,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
674,16,1000000,1433913.0900439182,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
674,256,1000000,974392.5609135759,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
674,1024,1000000,1002503.5188365686,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
675,16,1000000,1209266.705937038,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
675,256,1000000,965104.7388143,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
675,1024,1000000,1006969.0147714949,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
676,16,1000000,696314.801883131,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
676,256,1000000,982773.6814088455,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
676,1024,1000000,989017.3369032169,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
677,16,1000000,768601.7198752359,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
677,256,1000000,994826.6035536634,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
677,1024,1000000,1034130.1117113539,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
678,16,1000000,925459.2137273247,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
678,256,1000000,1054505.9981609674,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
678,1024,1000000,1000448.2225537214,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
679,16,1000000,845641.0531028236,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
679,256,1000000,1037952.5967451778,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
679,1024,1000000,1013987.2510514286,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
680,16,1000000,1174045.3455699396,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
680,256,1000000,933447.7483649983,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
680,1024,1000000,1040291.6414978252,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
